image_name,source_url,category,file_path
mildDem122.jpg,Local File,brain,dataset/brain/mildDem122.jpg
29 (8).jpg,Local File,brain,dataset/brain/29 (8).jpg
mildDem12.jpg,Local File,brain,dataset/brain/mildDem12.jpg
28 (17).jpg,Local File,brain,dataset/brain/28 (17).jpg
29 (17).jpg,Local File,brain,dataset/brain/29 (17).jpg
30 (4).jpg,Local File,brain,dataset/brain/30 (4).jpg
32 (11).jpg,Local File,brain,dataset/brain/32 (11).jpg
31 (18).jpg,Local File,brain,dataset/brain/31 (18).jpg
30 (18).jpg,Local File,brain,dataset/brain/30 (18).jpg
mildDem13.jpg,Local File,brain,dataset/brain/mildDem13.jpg
31 (5).jpg,Local File,brain,dataset/brain/31 (5).jpg
31 (22).jpg,Local File,brain,dataset/brain/31 (22).jpg
30 (22).jpg,Local File,brain,dataset/brain/30 (22).jpg
32 (3).jpg,Local File,brain,dataset/brain/32 (3).jpg
27 (15).jpg,Local File,brain,dataset/brain/27 (15).jpg
28 (9).jpg,Local File,brain,dataset/brain/28 (9).jpg
mildDem123.jpg,Local File,brain,dataset/brain/mildDem123.jpg
mildDem137.jpg,Local File,brain,dataset/brain/mildDem137.jpg
mildDem109.jpg,Local File,brain,dataset/brain/mildDem109.jpg
mildDem121.jpg,Local File,brain,dataset/brain/mildDem121.jpg
mildDem135.jpg,Local File,brain,dataset/brain/mildDem135.jpg
29 (4).jpg,Local File,brain,dataset/brain/29 (4).jpg
mildDem11.jpg,Local File,brain,dataset/brain/mildDem11.jpg
mildDem39.jpg,Local File,brain,dataset/brain/mildDem39.jpg
26 (23).jpg,Local File,brain,dataset/brain/26 (23).jpg
27 (23).jpg,Local File,brain,dataset/brain/27 (23).jpg
30 (8).jpg,Local File,brain,dataset/brain/30 (8).jpg
30 (14).jpg,Local File,brain,dataset/brain/30 (14).jpg
31 (14).jpg,Local File,brain,dataset/brain/31 (14).jpg
mildDem38.jpg,Local File,brain,dataset/brain/mildDem38.jpg
mildDem10.jpg,Local File,brain,dataset/brain/mildDem10.jpg
31 (9).jpg,Local File,brain,dataset/brain/31 (9).jpg
32 (27).jpg,Local File,brain,dataset/brain/32 (27).jpg
29 (21).jpg,Local File,brain,dataset/brain/29 (21).jpg
28 (21).jpg,Local File,brain,dataset/brain/28 (21).jpg
mildDem134.jpg,Local File,brain,dataset/brain/mildDem134.jpg
26 (19).jpg,Local File,brain,dataset/brain/26 (19).jpg
27 (19).jpg,Local File,brain,dataset/brain/27 (19).jpg
mildDem120.jpg,Local File,brain,dataset/brain/mildDem120.jpg
mildDem108.jpg,Local File,brain,dataset/brain/mildDem108.jpg
28 (5).jpg,Local File,brain,dataset/brain/28 (5).jpg
mildDem124.jpg,Local File,brain,dataset/brain/mildDem124.jpg
mildDem130.jpg,Local File,brain,dataset/brain/mildDem130.jpg
27 (18).jpg,Local File,brain,dataset/brain/27 (18).jpg
mildDem118.jpg,Local File,brain,dataset/brain/mildDem118.jpg
28 (4).jpg,Local File,brain,dataset/brain/28 (4).jpg
29 (20).jpg,Local File,brain,dataset/brain/29 (20).jpg
28 (20).jpg,Local File,brain,dataset/brain/28 (20).jpg
32 (26).jpg,Local File,brain,dataset/brain/32 (26).jpg
mildDem28.jpg,Local File,brain,dataset/brain/mildDem28.jpg
31 (8).jpg,Local File,brain,dataset/brain/31 (8).jpg
mildDem14.jpg,Local File,brain,dataset/brain/mildDem14.jpg
30 (9).jpg,Local File,brain,dataset/brain/30 (9).jpg
30 (15).jpg,Local File,brain,dataset/brain/30 (15).jpg
31 (15).jpg,Local File,brain,dataset/brain/31 (15).jpg
mildDem15.jpg,Local File,brain,dataset/brain/mildDem15.jpg
mildDem29.jpg,Local File,brain,dataset/brain/mildDem29.jpg
26 (22).jpg,Local File,brain,dataset/brain/26 (22).jpg
27 (22).jpg,Local File,brain,dataset/brain/27 (22).jpg
29 (5).jpg,Local File,brain,dataset/brain/29 (5).jpg
mildDem119.jpg,Local File,brain,dataset/brain/mildDem119.jpg
mildDem131.jpg,Local File,brain,dataset/brain/mildDem131.jpg
mildDem125.jpg,Local File,brain,dataset/brain/mildDem125.jpg
mildDem133.jpg,Local File,brain,dataset/brain/mildDem133.jpg
mildDem127.jpg,Local File,brain,dataset/brain/mildDem127.jpg
27 (14).jpg,Local File,brain,dataset/brain/27 (14).jpg
28 (8).jpg,Local File,brain,dataset/brain/28 (8).jpg
31 (23).jpg,Local File,brain,dataset/brain/31 (23).jpg
30 (23).jpg,Local File,brain,dataset/brain/30 (23).jpg
32 (2).jpg,Local File,brain,dataset/brain/32 (2).jpg
31 (4).jpg,Local File,brain,dataset/brain/31 (4).jpg
mildDem17.jpg,Local File,brain,dataset/brain/mildDem17.jpg
30 (5).jpg,Local File,brain,dataset/brain/30 (5).jpg
32 (10).jpg,Local File,brain,dataset/brain/32 (10).jpg
31 (19).jpg,Local File,brain,dataset/brain/31 (19).jpg
30 (19).jpg,Local File,brain,dataset/brain/30 (19).jpg
mildDem16.jpg,Local File,brain,dataset/brain/mildDem16.jpg
28 (16).jpg,Local File,brain,dataset/brain/28 (16).jpg
29 (16).jpg,Local File,brain,dataset/brain/29 (16).jpg
29 (9).jpg,Local File,brain,dataset/brain/29 (9).jpg
mildDem126.jpg,Local File,brain,dataset/brain/mildDem126.jpg
mildDem132.jpg,Local File,brain,dataset/brain/mildDem132.jpg
mildDem169.jpg,Local File,brain,dataset/brain/mildDem169.jpg
mildDem155.jpg,Local File,brain,dataset/brain/mildDem155.jpg
28.jpg,Local File,brain,dataset/brain/28.jpg
mildDem141.jpg,Local File,brain,dataset/brain/mildDem141.jpg
29 (2).jpg,Local File,brain,dataset/brain/29 (2).jpg
mildDem71.jpg,Local File,brain,dataset/brain/mildDem71.jpg
mildDem65.jpg,Local File,brain,dataset/brain/mildDem65.jpg
27 (25).jpg,Local File,brain,dataset/brain/27 (25).jpg
mildDem59.jpg,Local File,brain,dataset/brain/mildDem59.jpg
26 (25).jpg,Local File,brain,dataset/brain/26 (25).jpg
31 (12).jpg,Local File,brain,dataset/brain/31 (12).jpg
30 (12).jpg,Local File,brain,dataset/brain/30 (12).jpg
mildDem58.jpg,Local File,brain,dataset/brain/mildDem58.jpg
mildDem64.jpg,Local File,brain,dataset/brain/mildDem64.jpg
mildDem70.jpg,Local File,brain,dataset/brain/mildDem70.jpg
31 (28).jpg,Local File,brain,dataset/brain/31 (28).jpg
30 (28).jpg,Local File,brain,dataset/brain/30 (28).jpg
32 (21).jpg,Local File,brain,dataset/brain/32 (21).jpg
32 (9).jpg,Local File,brain,dataset/brain/32 (9).jpg
28 (27).jpg,Local File,brain,dataset/brain/28 (27).jpg
29 (27).jpg,Local File,brain,dataset/brain/29 (27).jpg
29.jpg,Local File,brain,dataset/brain/29.jpg
mildDem140.jpg,Local File,brain,dataset/brain/mildDem140.jpg
mildDem154.jpg,Local File,brain,dataset/brain/mildDem154.jpg
mildDem168.jpg,Local File,brain,dataset/brain/mildDem168.jpg
28 (3).jpg,Local File,brain,dataset/brain/28 (3).jpg
mildDem142.jpg,Local File,brain,dataset/brain/mildDem142.jpg
mildDem156.jpg,Local File,brain,dataset/brain/mildDem156.jpg
mildDem8.jpg,Local File,brain,dataset/brain/mildDem8.jpg
mildDem99.jpg,Local File,brain,dataset/brain/mildDem99.jpg
mildDem66.jpg,Local File,brain,dataset/brain/mildDem66.jpg
27 (6).jpg,Local File,brain,dataset/brain/27 (6).jpg
mildDem72.jpg,Local File,brain,dataset/brain/mildDem72.jpg
29 (11).jpg,Local File,brain,dataset/brain/29 (11).jpg
28 (11).jpg,Local File,brain,dataset/brain/28 (11).jpg
30 (2).jpg,Local File,brain,dataset/brain/30 (2).jpg
32 (17).jpg,Local File,brain,dataset/brain/32 (17).jpg
mildDem73.jpg,Local File,brain,dataset/brain/mildDem73.jpg
mildDem67.jpg,Local File,brain,dataset/brain/mildDem67.jpg
mildDem98.jpg,Local File,brain,dataset/brain/mildDem98.jpg
31 (3).jpg,Local File,brain,dataset/brain/31 (3).jpg
30 (24).jpg,Local File,brain,dataset/brain/30 (24).jpg
31 (24).jpg,Local File,brain,dataset/brain/31 (24).jpg
32 (5).jpg,Local File,brain,dataset/brain/32 (5).jpg
mildDem9.jpg,Local File,brain,dataset/brain/mildDem9.jpg
mildDem180.jpg,Local File,brain,dataset/brain/mildDem180.jpg
27 (13).jpg,Local File,brain,dataset/brain/27 (13).jpg
mildDem157.jpg,Local File,brain,dataset/brain/mildDem157.jpg
mildDem143.jpg,Local File,brain,dataset/brain/mildDem143.jpg
mildDem147.jpg,Local File,brain,dataset/brain/mildDem147.jpg
mildDem153.jpg,Local File,brain,dataset/brain/mildDem153.jpg
27 (12).jpg,Local File,brain,dataset/brain/27 (12).jpg
30 (25).jpg,Local File,brain,dataset/brain/30 (25).jpg
31 (25).jpg,Local File,brain,dataset/brain/31 (25).jpg
32 (4).jpg,Local File,brain,dataset/brain/32 (4).jpg
mildDem88.jpg,Local File,brain,dataset/brain/mildDem88.jpg
31 (2).jpg,Local File,brain,dataset/brain/31 (2).jpg
mildDem63.jpg,Local File,brain,dataset/brain/mildDem63.jpg
mildDem77.jpg,Local File,brain,dataset/brain/mildDem77.jpg
30 (3).jpg,Local File,brain,dataset/brain/30 (3).jpg
32 (16).jpg,Local File,brain,dataset/brain/32 (16).jpg
mildDem76.jpg,Local File,brain,dataset/brain/mildDem76.jpg
mildDem62.jpg,Local File,brain,dataset/brain/mildDem62.jpg
27 (7).jpg,Local File,brain,dataset/brain/27 (7).jpg
29 (10).jpg,Local File,brain,dataset/brain/29 (10).jpg
28 (10).jpg,Local File,brain,dataset/brain/28 (10).jpg
26 (28).jpg,Local File,brain,dataset/brain/26 (28).jpg
mildDem89.jpg,Local File,brain,dataset/brain/mildDem89.jpg
27 (28).jpg,Local File,brain,dataset/brain/27 (28).jpg
mildDem152.jpg,Local File,brain,dataset/brain/mildDem152.jpg
mildDem146.jpg,Local File,brain,dataset/brain/mildDem146.jpg
mildDem150.jpg,Local File,brain,dataset/brain/mildDem150.jpg
mildDem144.jpg,Local File,brain,dataset/brain/mildDem144.jpg
mildDem178.jpg,Local File,brain,dataset/brain/mildDem178.jpg
28 (2).jpg,Local File,brain,dataset/brain/28 (2).jpg
28 (26).jpg,Local File,brain,dataset/brain/28 (26).jpg
29 (26).jpg,Local File,brain,dataset/brain/29 (26).jpg
32 (20).jpg,Local File,brain,dataset/brain/32 (20).jpg
32 (8).jpg,Local File,brain,dataset/brain/32 (8).jpg
mildDem48.jpg,Local File,brain,dataset/brain/mildDem48.jpg
mildDem74.jpg,Local File,brain,dataset/brain/mildDem74.jpg
mildDem60.jpg,Local File,brain,dataset/brain/mildDem60.jpg
31 (13).jpg,Local File,brain,dataset/brain/31 (13).jpg
30 (13).jpg,Local File,brain,dataset/brain/30 (13).jpg
mildDem61.jpg,Local File,brain,dataset/brain/mildDem61.jpg
mildDem75.jpg,Local File,brain,dataset/brain/mildDem75.jpg
27 (24).jpg,Local File,brain,dataset/brain/27 (24).jpg
mildDem49.jpg,Local File,brain,dataset/brain/mildDem49.jpg
26 (24).jpg,Local File,brain,dataset/brain/26 (24).jpg
29 (3).jpg,Local File,brain,dataset/brain/29 (3).jpg
mildDem179.jpg,Local File,brain,dataset/brain/mildDem179.jpg
mildDem145.jpg,Local File,brain,dataset/brain/mildDem145.jpg
mildDem151.jpg,Local File,brain,dataset/brain/mildDem151.jpg
mildDem148.jpg,Local File,brain,dataset/brain/mildDem148.jpg
mildDem174.jpg,Local File,brain,dataset/brain/mildDem174.jpg
mildDem160.jpg,Local File,brain,dataset/brain/mildDem160.jpg
29 (25).jpg,Local File,brain,dataset/brain/29 (25).jpg
28 (25).jpg,Local File,brain,dataset/brain/28 (25).jpg
32 (23).jpg,Local File,brain,dataset/brain/32 (23).jpg
mildDem2.jpg,Local File,brain,dataset/brain/mildDem2.jpg
mildDem93.jpg,Local File,brain,dataset/brain/mildDem93.jpg
mildDem87.jpg,Local File,brain,dataset/brain/mildDem87.jpg
mildDem50.jpg,Local File,brain,dataset/brain/mildDem50.jpg
mildDem44.jpg,Local File,brain,dataset/brain/mildDem44.jpg
mildDem78.jpg,Local File,brain,dataset/brain/mildDem78.jpg
30 (10).jpg,Local File,brain,dataset/brain/30 (10).jpg
31 (10).jpg,Local File,brain,dataset/brain/31 (10).jpg
32 (19).jpg,Local File,brain,dataset/brain/32 (19).jpg
mildDem79.jpg,Local File,brain,dataset/brain/mildDem79.jpg
26 (27).jpg,Local File,brain,dataset/brain/26 (27).jpg
27 (27).jpg,Local File,brain,dataset/brain/27 (27).jpg
mildDem45.jpg,Local File,brain,dataset/brain/mildDem45.jpg
mildDem51.jpg,Local File,brain,dataset/brain/mildDem51.jpg
mildDem86.jpg,Local File,brain,dataset/brain/mildDem86.jpg
27 (8).jpg,Local File,brain,dataset/brain/27 (8).jpg
mildDem92.jpg,Local File,brain,dataset/brain/mildDem92.jpg
mildDem3.jpg,Local File,brain,dataset/brain/mildDem3.jpg
mildDem161.jpg,Local File,brain,dataset/brain/mildDem161.jpg
mildDem175.jpg,Local File,brain,dataset/brain/mildDem175.jpg
mildDem149.jpg,Local File,brain,dataset/brain/mildDem149.jpg
mildDem163.jpg,Local File,brain,dataset/brain/mildDem163.jpg
mildDem177.jpg,Local File,brain,dataset/brain/mildDem177.jpg
27 (11).jpg,Local File,brain,dataset/brain/27 (11).jpg
mildDem1.jpg,Local File,brain,dataset/brain/mildDem1.jpg
32 (7).jpg,Local File,brain,dataset/brain/32 (7).jpg
31 (26).jpg,Local File,brain,dataset/brain/31 (26).jpg
30 (26).jpg,Local File,brain,dataset/brain/30 (26).jpg
mildDem84.jpg,Local File,brain,dataset/brain/mildDem84.jpg
mildDem90.jpg,Local File,brain,dataset/brain/mildDem90.jpg
mildDem47.jpg,Local File,brain,dataset/brain/mildDem47.jpg
mildDem53.jpg,Local File,brain,dataset/brain/mildDem53.jpg
32 (15).jpg,Local File,brain,dataset/brain/32 (15).jpg
28 (13).jpg,Local File,brain,dataset/brain/28 (13).jpg
29 (13).jpg,Local File,brain,dataset/brain/29 (13).jpg
mildDem52.jpg,Local File,brain,dataset/brain/mildDem52.jpg
27 (4).jpg,Local File,brain,dataset/brain/27 (4).jpg
mildDem46.jpg,Local File,brain,dataset/brain/mildDem46.jpg
mildDem91.jpg,Local File,brain,dataset/brain/mildDem91.jpg
mildDem85.jpg,Local File,brain,dataset/brain/mildDem85.jpg
mildDem0.jpg,Local File,brain,dataset/brain/mildDem0.jpg
mildDem176.jpg,Local File,brain,dataset/brain/mildDem176.jpg
mildDem162.jpg,Local File,brain,dataset/brain/mildDem162.jpg
mildDem166.jpg,Local File,brain,dataset/brain/mildDem166.jpg
mildDem172.jpg,Local File,brain,dataset/brain/mildDem172.jpg
27.jpg,Local File,brain,dataset/brain/27.jpg
mildDem4.jpg,Local File,brain,dataset/brain/mildDem4.jpg
mildDem81.jpg,Local File,brain,dataset/brain/mildDem81.jpg
mildDem95.jpg,Local File,brain,dataset/brain/mildDem95.jpg
28 (12).jpg,Local File,brain,dataset/brain/28 (12).jpg
29 (12).jpg,Local File,brain,dataset/brain/29 (12).jpg
27 (5).jpg,Local File,brain,dataset/brain/27 (5).jpg
mildDem42.jpg,Local File,brain,dataset/brain/mildDem42.jpg
mildDem56.jpg,Local File,brain,dataset/brain/mildDem56.jpg
32 (14).jpg,Local File,brain,dataset/brain/32 (14).jpg
mildDem57.jpg,Local File,brain,dataset/brain/mildDem57.jpg
mildDem43.jpg,Local File,brain,dataset/brain/mildDem43.jpg
mildDem94.jpg,Local File,brain,dataset/brain/mildDem94.jpg
mildDem80.jpg,Local File,brain,dataset/brain/mildDem80.jpg
32 (6).jpg,Local File,brain,dataset/brain/32 (6).jpg
31 (27).jpg,Local File,brain,dataset/brain/31 (27).jpg
30 (27).jpg,Local File,brain,dataset/brain/30 (27).jpg
mildDem5.jpg,Local File,brain,dataset/brain/mildDem5.jpg
27 (10).jpg,Local File,brain,dataset/brain/27 (10).jpg
26.jpg,Local File,brain,dataset/brain/26.jpg
32.jpg,Local File,brain,dataset/brain/32.jpg
mildDem173.jpg,Local File,brain,dataset/brain/mildDem173.jpg
28 (28).jpg,Local File,brain,dataset/brain/28 (28).jpg
29 (28).jpg,Local File,brain,dataset/brain/29 (28).jpg
mildDem167.jpg,Local File,brain,dataset/brain/mildDem167.jpg
mildDem171.jpg,Local File,brain,dataset/brain/mildDem171.jpg
mildDem165.jpg,Local File,brain,dataset/brain/mildDem165.jpg
mildDem159.jpg,Local File,brain,dataset/brain/mildDem159.jpg
30.jpg,Local File,brain,dataset/brain/30.jpg
mildDem7.jpg,Local File,brain,dataset/brain/mildDem7.jpg
mildDem96.jpg,Local File,brain,dataset/brain/mildDem96.jpg
mildDem82.jpg,Local File,brain,dataset/brain/mildDem82.jpg
27 (9).jpg,Local File,brain,dataset/brain/27 (9).jpg
mildDem69.jpg,Local File,brain,dataset/brain/mildDem69.jpg
26 (26).jpg,Local File,brain,dataset/brain/26 (26).jpg
27 (26).jpg,Local File,brain,dataset/brain/27 (26).jpg
mildDem55.jpg,Local File,brain,dataset/brain/mildDem55.jpg
mildDem41.jpg,Local File,brain,dataset/brain/mildDem41.jpg
30 (11).jpg,Local File,brain,dataset/brain/30 (11).jpg
31 (11).jpg,Local File,brain,dataset/brain/31 (11).jpg
32 (18).jpg,Local File,brain,dataset/brain/32 (18).jpg
mildDem40.jpg,Local File,brain,dataset/brain/mildDem40.jpg
mildDem54.jpg,Local File,brain,dataset/brain/mildDem54.jpg
mildDem68.jpg,Local File,brain,dataset/brain/mildDem68.jpg
mildDem83.jpg,Local File,brain,dataset/brain/mildDem83.jpg
mildDem97.jpg,Local File,brain,dataset/brain/mildDem97.jpg
32 (22).jpg,Local File,brain,dataset/brain/32 (22).jpg
mildDem6.jpg,Local File,brain,dataset/brain/mildDem6.jpg
29 (24).jpg,Local File,brain,dataset/brain/29 (24).jpg
28 (24).jpg,Local File,brain,dataset/brain/28 (24).jpg
mildDem158.jpg,Local File,brain,dataset/brain/mildDem158.jpg
31.jpg,Local File,brain,dataset/brain/31.jpg
mildDem164.jpg,Local File,brain,dataset/brain/mildDem164.jpg
mildDem170.jpg,Local File,brain,dataset/brain/mildDem170.jpg
mildDem117.jpg,Local File,brain,dataset/brain/mildDem117.jpg
mildDem103.jpg,Local File,brain,dataset/brain/mildDem103.jpg
27 (17).jpg,Local File,brain,dataset/brain/27 (17).jpg
30 (20).jpg,Local File,brain,dataset/brain/30 (20).jpg
31 (20).jpg,Local File,brain,dataset/brain/31 (20).jpg
31 (7).jpg,Local File,brain,dataset/brain/31 (7).jpg
mildDem33.jpg,Local File,brain,dataset/brain/mildDem33.jpg
mildDem27.jpg,Local File,brain,dataset/brain/mildDem27.jpg
30 (6).jpg,Local File,brain,dataset/brain/30 (6).jpg
32 (13).jpg,Local File,brain,dataset/brain/32 (13).jpg
29 (15).jpg,Local File,brain,dataset/brain/29 (15).jpg
28 (15).jpg,Local File,brain,dataset/brain/28 (15).jpg
mildDem26.jpg,Local File,brain,dataset/brain/mildDem26.jpg
mildDem32.jpg,Local File,brain,dataset/brain/mildDem32.jpg
27 (2).jpg,Local File,brain,dataset/brain/27 (2).jpg
mildDem102.jpg,Local File,brain,dataset/brain/mildDem102.jpg
mildDem116.jpg,Local File,brain,dataset/brain/mildDem116.jpg
mildDem128.jpg,Local File,brain,dataset/brain/mildDem128.jpg
28 (7).jpg,Local File,brain,dataset/brain/28 (7).jpg
mildDem100.jpg,Local File,brain,dataset/brain/mildDem100.jpg
mildDem114.jpg,Local File,brain,dataset/brain/mildDem114.jpg
28 (23).jpg,Local File,brain,dataset/brain/28 (23).jpg
29 (23).jpg,Local File,brain,dataset/brain/29 (23).jpg
32 (25).jpg,Local File,brain,dataset/brain/32 (25).jpg
mildDem24.jpg,Local File,brain,dataset/brain/mildDem24.jpg
mildDem30.jpg,Local File,brain,dataset/brain/mildDem30.jpg
mildDem18.jpg,Local File,brain,dataset/brain/mildDem18.jpg
31 (16).jpg,Local File,brain,dataset/brain/31 (16).jpg
30 (16).jpg,Local File,brain,dataset/brain/30 (16).jpg
27 (21).jpg,Local File,brain,dataset/brain/27 (21).jpg
mildDem19.jpg,Local File,brain,dataset/brain/mildDem19.jpg
26 (21).jpg,Local File,brain,dataset/brain/26 (21).jpg
mildDem31.jpg,Local File,brain,dataset/brain/mildDem31.jpg
mildDem25.jpg,Local File,brain,dataset/brain/mildDem25.jpg
28 (19).jpg,Local File,brain,dataset/brain/28 (19).jpg
29 (19).jpg,Local File,brain,dataset/brain/29 (19).jpg
29 (6).jpg,Local File,brain,dataset/brain/29 (6).jpg
mildDem115.jpg,Local File,brain,dataset/brain/mildDem115.jpg
mildDem101.jpg,Local File,brain,dataset/brain/mildDem101.jpg
mildDem129.jpg,Local File,brain,dataset/brain/mildDem129.jpg
mildDem105.jpg,Local File,brain,dataset/brain/mildDem105.jpg
mildDem111.jpg,Local File,brain,dataset/brain/mildDem111.jpg
mildDem139.jpg,Local File,brain,dataset/brain/mildDem139.jpg
29 (7).jpg,Local File,brain,dataset/brain/29 (7).jpg
28 (18).jpg,Local File,brain,dataset/brain/28 (18).jpg
29 (18).jpg,Local File,brain,dataset/brain/29 (18).jpg
27 (20).jpg,Local File,brain,dataset/brain/27 (20).jpg
26 (20).jpg,Local File,brain,dataset/brain/26 (20).jpg
mildDem21.jpg,Local File,brain,dataset/brain/mildDem21.jpg
mildDem35.jpg,Local File,brain,dataset/brain/mildDem35.jpg
31 (17).jpg,Local File,brain,dataset/brain/31 (17).jpg
30 (17).jpg,Local File,brain,dataset/brain/30 (17).jpg
mildDem34.jpg,Local File,brain,dataset/brain/mildDem34.jpg
mildDem20.jpg,Local File,brain,dataset/brain/mildDem20.jpg
32 (24).jpg,Local File,brain,dataset/brain/32 (24).jpg
28 (22).jpg,Local File,brain,dataset/brain/28 (22).jpg
29 (22).jpg,Local File,brain,dataset/brain/29 (22).jpg
mildDem138.jpg,Local File,brain,dataset/brain/mildDem138.jpg
28 (6).jpg,Local File,brain,dataset/brain/28 (6).jpg
mildDem110.jpg,Local File,brain,dataset/brain/mildDem110.jpg
mildDem104.jpg,Local File,brain,dataset/brain/mildDem104.jpg
mildDem112.jpg,Local File,brain,dataset/brain/mildDem112.jpg
mildDem106.jpg,Local File,brain,dataset/brain/mildDem106.jpg
29 (14).jpg,Local File,brain,dataset/brain/29 (14).jpg
28 (14).jpg,Local File,brain,dataset/brain/28 (14).jpg
mildDem36.jpg,Local File,brain,dataset/brain/mildDem36.jpg
27 (3).jpg,Local File,brain,dataset/brain/27 (3).jpg
mildDem22.jpg,Local File,brain,dataset/brain/mildDem22.jpg
30 (7).jpg,Local File,brain,dataset/brain/30 (7).jpg
32 (12).jpg,Local File,brain,dataset/brain/32 (12).jpg
mildDem23.jpg,Local File,brain,dataset/brain/mildDem23.jpg
mildDem37.jpg,Local File,brain,dataset/brain/mildDem37.jpg
31 (6).jpg,Local File,brain,dataset/brain/31 (6).jpg
32 (28).jpg,Local File,brain,dataset/brain/32 (28).jpg
30 (21).jpg,Local File,brain,dataset/brain/30 (21).jpg
31 (21).jpg,Local File,brain,dataset/brain/31 (21).jpg
27 (16).jpg,Local File,brain,dataset/brain/27 (16).jpg
mildDem107.jpg,Local File,brain,dataset/brain/mildDem107.jpg
mildDem113.jpg,Local File,brain,dataset/brain/mildDem113.jpg
0478_jpg.rf.704066584b84f91fa12ef00316c76c8d.jpg,Local File,dental,dataset/dental/0478_jpg.rf.704066584b84f91fa12ef00316c76c8d.jpg
0103_jpg.rf.a880b4c4b3b709f060808bf114dc93ca.jpg,Local File,dental,dataset/dental/0103_jpg.rf.a880b4c4b3b709f060808bf114dc93ca.jpg
0370_jpg.rf.32e17da21801c80dd1f2a517e4e8c0e1.jpg,Local File,dental,dataset/dental/0370_jpg.rf.32e17da21801c80dd1f2a517e4e8c0e1.jpg
0807_jpg.rf.32d1bea8b77d054ceb8f1a96b7b4c7e7.jpg,Local File,dental,dataset/dental/0807_jpg.rf.32d1bea8b77d054ceb8f1a96b7b4c7e7.jpg
0944_jpg.rf.d5264a28766c902fc8a4bf09ea708f5d.jpg,Local File,dental,dataset/dental/0944_jpg.rf.d5264a28766c902fc8a4bf09ea708f5d.jpg
0442_jpg.rf.fe0d321bfc5e4b546a95811087a2c7d6.jpg,Local File,dental,dataset/dental/0442_jpg.rf.fe0d321bfc5e4b546a95811087a2c7d6.jpg
0724_jpg.rf.ad2c320086d82168e84b8576910ce244.jpg,Local File,dental,dataset/dental/0724_jpg.rf.ad2c320086d82168e84b8576910ce244.jpg
0472_jpg.rf.9672cea13e815b91e89d7ceec881e73d.jpg,Local File,dental,dataset/dental/0472_jpg.rf.9672cea13e815b91e89d7ceec881e73d.jpg
0700_jpg.rf.1cf7f2dd7c9cd0a65b6213009e8cc43d.jpg,Local File,dental,dataset/dental/0700_jpg.rf.1cf7f2dd7c9cd0a65b6213009e8cc43d.jpg
0976_jpg.rf.83d1e5e77aacc0d1c648682aa54ecd06.jpg,Local File,dental,dataset/dental/0976_jpg.rf.83d1e5e77aacc0d1c648682aa54ecd06.jpg
0536_jpg.rf.3a7e13dd78ae4edccebbd4f97dc8271e.jpg,Local File,dental,dataset/dental/0536_jpg.rf.3a7e13dd78ae4edccebbd4f97dc8271e.jpg
0711_jpg.rf.9400d7d1c73565b9221171b9457b2082.jpg,Local File,dental,dataset/dental/0711_jpg.rf.9400d7d1c73565b9221171b9457b2082.jpg
0100_jpg.rf.286d24ae12a47177627f504c5de8330d.jpg,Local File,dental,dataset/dental/0100_jpg.rf.286d24ae12a47177627f504c5de8330d.jpg
0387_jpg.rf.fc8a11959313fc1aa5200e7032446cfb.jpg,Local File,dental,dataset/dental/0387_jpg.rf.fc8a11959313fc1aa5200e7032446cfb.jpg
0124_jpg.rf.ece9ebf3c8fe851458a4d443ce47555f.jpg,Local File,dental,dataset/dental/0124_jpg.rf.ece9ebf3c8fe851458a4d443ce47555f.jpg
0488_jpg.rf.15add08e164a3db5a0f1e09f8d09d172.jpg,Local File,dental,dataset/dental/0488_jpg.rf.15add08e164a3db5a0f1e09f8d09d172.jpg
0564_jpg.rf.e086c7720a4a7be9d64b43c8588fd24a.jpg,Local File,dental,dataset/dental/0564_jpg.rf.e086c7720a4a7be9d64b43c8588fd24a.jpg
0298_jpg.rf.ecc80db88bce7954304f746c8536ad1f.jpg,Local File,dental,dataset/dental/0298_jpg.rf.ecc80db88bce7954304f746c8536ad1f.jpg
0151_jpg.rf.5b81ded715693313866503d5a4da1639.jpg,Local File,dental,dataset/dental/0151_jpg.rf.5b81ded715693313866503d5a4da1639.jpg
0759_jpg.rf.e2bebe26c061f46f9f44e213cb5b4814.jpg,Local File,dental,dataset/dental/0759_jpg.rf.e2bebe26c061f46f9f44e213cb5b4814.jpg
0098_jpg.rf.66a48777bc22515364d7b419d5441796.jpg,Local File,dental,dataset/dental/0098_jpg.rf.66a48777bc22515364d7b419d5441796.jpg
0886_jpg.rf.392b31859a90f6265fe9ae541485d7d5.jpg,Local File,dental,dataset/dental/0886_jpg.rf.392b31859a90f6265fe9ae541485d7d5.jpg
0557_jpg.rf.63f39d686ae70ebbfb708d959ce98d99.jpg,Local File,dental,dataset/dental/0557_jpg.rf.63f39d686ae70ebbfb708d959ce98d99.jpg
0174_jpg.rf.ee4210bb5799f6fb0f645af4e46d1a84.jpg,Local File,dental,dataset/dental/0174_jpg.rf.ee4210bb5799f6fb0f645af4e46d1a84.jpg
0547_jpg.rf.95af1dd5d044f04771bf3467c2204012.jpg,Local File,dental,dataset/dental/0547_jpg.rf.95af1dd5d044f04771bf3467c2204012.jpg
